"date","mt","mt_anom_1900.99"
197001,5.72222222222222,0.416666666666667
197002,10.8333333333333,3.02777777777778
197003,11.0833333333333,0.88888888888889
197004,11.1666666666667,-2.5
197005,16.7222222222222,-0.361111111111109
197006,22.0277777777778,2.27777777777778
197007,23.4444444444444,0.38888888888889
197008,23.1666666666667,0.138888888888888
197009,17.9444444444444,-1.97222222222222
197010,13.6388888888889,-0.833333333333333
197011,9.33333333333335,0.388888888888889
197012,4.83333333333333,-1.25
197101,5.16666666666667,-0.138888888888889
197102,7.30555555555556,-0.500000000000002
197103,7.47222222222222,-2.72222222222222
197104,13.0277777777778,-0.638888888888888
197105,17.1666666666667,0.0833333333333337
197106,16.6111111111111,-3.13888888888888
197107,23.5555555555556,0.5
197108,24.9444444444444,1.91666666666666
197109,18.6111111111111,-1.30555555555555
197110,13,-1.47222222222222
197111,8.33333333333334,-0.611111111111111
197112,4.02777777777778,-2.05555555555555
197201,3.75,-1.55555555555555
197202,7.38888888888889,-0.416666666666667
197203,10.1666666666667,-0.0277777777777785
197204,10.8055555555555,-2.86111111111111
197205,18.5277777777778,1.44444444444445
197206,18.8888888888889,-0.861111111111107
197207,23.4166666666667,0.361111111111112
197208,24.2222222222222,1.19444444444444
197209,17.8055555555556,-2.11111111111111
197210,13.9166666666667,-0.555555555555556
197211,9.27777777777778,0.333333333333334
197212,4.11111111111111,-1.97222222222222
197301,5.38888888888889,0.0833333333333341
197302,9.27777777777778,1.47222222222222
197303,9.97222222222224,-0.222222222222221
197304,13.8611111111111,0.194444444444446
197305,17.9166666666667,0.833333333333333
197306,18.75,-1
197307,23.2777777777778,0.222222222222221
197308,20.9722222222222,-2.05555555555556
197309,20.5277777777778,0.611111111111107
197310,13.3888888888889,-1.08333333333333
197311,6.77777777777778,-2.16666666666667
197312,7.52777777777778,1.44444444444445
197401,5.05555555555556,-0.25
197402,7.13888888888889,-0.666666666666667
197403,9.52777777777778,-0.666666666666666
197404,12.0833333333333,-1.58333333333334
197405,14.3611111111111,-2.72222222222222
197406,20.2777777777778,0.527777777777776
197407,21.4444444444444,-1.61111111111111
197408,23.4166666666667,0.388888888888891
197409,23.6944444444444,3.77777777777778
197410,16.2222222222222,1.75
197411,9.41666666666666,0.472222222222222
197412,7.5,1.41666666666667
197501,5.38888888888889,0.0833333333333324
197502,6.69444444444444,-1.11111111111111
197503,8.77777777777778,-1.41666666666666
197504,11.1388888888889,-2.52777777777778
197505,16.75,-0.333333333333332
197506,18.3055555555556,-1.44444444444445
197507,23.0277777777778,-0.0277777777777802
197508,20.0277777777778,-3
197509,21.6111111111111,1.69444444444445
197510,12.7777777777778,-1.69444444444445
197511,8.47222222222222,-0.472222222222223
197512,6.77777777777778,0.694444444444445
197601,6.94444444444444,1.63888888888889
197602,7.05555555555556,-0.750000000000001
197603,8.08333333333334,-2.11111111111112
197604,13.1944444444444,-0.472222222222222
197605,16.8888888888889,-0.194444444444445
197606,18.0277777777778,-1.72222222222222
197607,21.9444444444444,-1.11111111111111
197608,19.6666666666667,-3.36111111111111
197609,20.3333333333333,0.416666666666666
197610,15.0555555555556,0.583333333333334
197611,10.3611111111111,1.41666666666666
197612,7.58333333333334,1.5
197701,5.08333333333333,-0.222222222222222
197702,10.8611111111111,3.05555555555555
197703,8.80555555555556,-1.38888888888889
197704,15.3888888888889,1.72222222222222
197705,14.7222222222222,-2.36111111111112
197706,20.5555555555556,0.805555555555557
197707,21.4444444444444,-1.61111111111111
197708,25.25,2.22222222222222
197709,17.9166666666667,-2
197710,14.2222222222222,-0.25
197711,7.77777777777778,-1.16666666666667
197712,6.36111111111111,0.277777777777777
197801,6.88888888888889,1.58333333333333
197802,9.16666666666666,1.36111111111111
197803,11.8333333333333,1.63888888888888
197804,13.0555555555556,-0.611111111111111
197805,15.9166666666667,-1.16666666666666
197806,22,2.25
197807,23.1944444444444,0.138888888888888
197808,22.0277777777778,-0.999999999999998
197809,17.2222222222222,-2.69444444444444
197810,16.0833333333333,1.61111111111111
197811,7,-1.94444444444445
197812,4.13888888888889,-1.94444444444444
197901,3.05555555555555,-2.25
197902,6.44444444444444,-1.36111111111111
197903,12.6666666666667,2.47222222222222
197904,13.0555555555556,-0.611111111111111
197905,17.75,0.666666666666664
197906,20.5,0.750000000000002
197907,23.9722222222222,0.91666666666667
197908,22.5833333333333,-0.444444444444443
197909,21.2222222222222,1.30555555555556
197910,15.6111111111111,1.13888888888889
197911,9,0.0555555555555545
197912,8.22222222222222,2.13888888888889
198001,3.77777777777778,-1.52777777777778
198002,8.38888888888889,0.583333333333333
198003,9.11111111111111,-1.08333333333333
198004,15.4166666666667,1.75
198005,16.25,-0.833333333333335
198006,17.3611111111111,-2.38888888888888
198007,22.3055555555556,-0.749999999999998
198008,21.1666666666667,-1.86111111111111
198009,19.3055555555556,-0.611111111111114
198010,16.3611111111111,1.88888888888888
198011,9.8611111111111,0.916666666666667
198012,7.88888888888889,1.80555555555555
198101,8.94444444444444,3.63888888888889
198102,9.02777777777778,1.22222222222222
198103,12.7777777777778,2.58333333333333
198104,13,-0.666666666666666
198105,16,-1.08333333333334
198106,17.5833333333333,-2.16666666666667
198107,21.6111111111111,-1.44444444444445
198108,25.5833333333333,2.55555555555555
198109,20.5,0.583333333333336
198110,13.4166666666667,-1.05555555555555
198111,10.6666666666667,1.72222222222222
198112,6.47222222222222,0.388888888888889
198201,4.66666666666667,-0.63888888888889
198202,7.27777777777778,-0.527777777777777
198203,10.1111111111111,-0.0833333333333337
198204,12.4166666666667,-1.25
198205,16.9722222222222,-0.111111111111111
198206,22,2.25000000000001
198207,21.3333333333333,-1.72222222222222
198208,22.6388888888889,-0.388888888888888
198209,20.1111111111111,0.194444444444445
198210,14.5555555555556,0.0833333333333337
198211,7.69444444444444,-1.25
198212,6.27777777777778,0.194444444444445
198301,8.41666666666666,3.11111111111111
198302,9.88888888888886,2.08333333333333
198303,12.0277777777778,1.83333333333333
198304,14.8055555555556,1.13888888888889
198305,18.7777777777778,1.69444444444445
198306,18.5,-1.25
198307,20.75,-2.30555555555555
198308,23.0555555555556,0.0277777777777785
198309,18.5277777777778,-1.38888888888889
198310,14.1111111111111,-0.36111111111111
198311,9.41666666666664,0.472222222222223
198312,2.97222222222222,-3.11111111111111
198401,7.44444444444444,2.13888888888889
198402,9.11111111111111,1.30555555555555
198403,11.7777777777778,1.58333333333333
198404,12.5,-1.16666666666666
198405,14.9722222222222,-2.11111111111111
198406,18.4722222222222,-1.27777777777778
198407,23.5555555555556,0.499999999999999
198408,23.5833333333333,0.555555555555554
198409,19.4722222222222,-0.444444444444448
198410,12.6111111111111,-1.86111111111111
198411,8.11111111111111,-0.833333333333333
198412,3.75,-2.33333333333333
198501,5.13888888888889,-0.166666666666668
198502,6.25,-1.55555555555555
198503,9.69444444444444,-0.499999999999999
198504,13.3888888888889,-0.277777777777777
198505,17.1944444444444,0.111111111111111
198506,20.1666666666667,0.416666666666668
198507,26.9444444444444,3.88888888888888
198508,23.6944444444444,0.666666666666668
198509,18.3611111111111,-1.55555555555555
198510,13.4444444444444,-1.02777777777778
198511,3.63888888888889,-5.30555555555556
198512,4.36111111111111,-1.72222222222222
198601,8.91666666666666,3.61111111111112
198602,8.11111111111111,0.305555555555555
198603,12.8611111111111,2.66666666666667
198604,12.0833333333333,-1.58333333333333
198605,16.7222222222222,-0.36111111111111
198606,21.6944444444444,1.94444444444445
198607,20.25,-2.80555555555555
198608,26.0277777777778,3
198609,18.6111111111111,-1.30555555555555
198610,16.1388888888889,1.66666666666667
198611,8.69444444444444,-0.250000000000001
198612,6.80555555555556,0.722222222222221
198701,6.22222222222222,0.916666666666667
198702,10,2.19444444444444
198703,11.6388888888889,1.44444444444445
198704,15.5277777777778,1.86111111111111
198705,18.1666666666667,1.08333333333333
198706,21.8055555555556,2.05555555555555
198707,21.9722222222222,-1.08333333333333
198708,24.2222222222222,1.19444444444445
198709,22.1666666666667,2.25
198710,18.1666666666667,3.69444444444445
198711,10.75,1.80555555555555
198712,5.44444444444444,-0.638888888888891
198801,6,0.694444444444445
198802,9.19444444444444,1.38888888888889
198803,10.6111111111111,0.416666666666667
198804,13.7222222222222,0.0555555555555543
198805,16.5833333333333,-0.499999999999999
198806,19.1388888888889,-0.611111111111112
198807,23.1388888888889,0.083333333333332
198808,23.25,0.222222222222219
198809,20.5277777777778,0.611111111111112
198810,15.6666666666667,1.19444444444445
198811,8.75,-0.194444444444446
198812,6.91666666666666,0.833333333333333
198901,6.08333333333333,0.777777777777777
198902,4.55555555555556,-3.25
198903,8.61111111111111,-1.58333333333333
198904,16,2.33333333333333
198905,16.7222222222222,-0.36111111111111
198906,21.4166666666667,1.66666666666667
198907,21.4166666666667,-1.63888888888889
198908,21.8611111111111,-1.16666666666666
198909,22.5833333333333,2.66666666666667
198910,14.5555555555556,0.0833333333333337
198911,9.66666666666664,0.722222222222223
198912,7.27777777777778,1.19444444444445
199001,6.94444444444444,1.63888888888889
199002,6.33333333333333,-1.47222222222222
199003,11.8333333333333,1.63888888888888
199004,14.6666666666667,0.999999999999999
199005,15.9722222222222,-1.11111111111111
199006,18.9722222222222,-0.777777777777781
199007,24.9722222222222,1.91666666666667
199008,24.3055555555556,1.27777777777778
199009,21.8055555555556,1.88888888888889
199010,13.0277777777778,-1.44444444444445
199011,9.33333333333333,0.38888888888889
199012,2.97222222222222,-3.11111111111111
199101,5.55555555555556,0.25
199102,11.4166666666667,3.61111111111111
199103,9.27777777777778,-0.916666666666667
199104,12.8888888888889,-0.777777777777777
199105,14.9722222222222,-2.11111111111111
199106,17.5,-2.25
199107,23.6111111111111,0.555555555555555
199108,23.6388888888889,0.611111111111111
199109,21.9444444444444,2.02777777777778
199110,15.3611111111111,0.888888888888889
199111,9.44444444444443,0.500000000000001
199112,7.33333333333334,1.25
199201,8.11111111111111,2.80555555555555
199202,11.0833333333333,3.27777777777778
199203,14.2777777777778,4.08333333333333
199204,15.2222222222222,1.55555555555555
199205,20.1944444444444,3.11111111111111
199206,22.5277777777778,2.77777777777778
199207,23.0277777777778,-0.0277777777777765
199208,24.4444444444444,1.41666666666667
199209,19.4722222222222,-0.444444444444447
199210,15.0277777777778,0.555555555555556
199211,8.77777777777778,-0.166666666666665
199212,4.80555555555556,-1.27777777777778
199301,4.19444444444444,-1.11111111111111
199302,8.36111111111111,0.555555555555556
199303,11.7777777777778,1.58333333333333
199304,12.6666666666667,-0.999999999999999
199305,19.5,2.41666666666667
199306,18.8333333333333,-0.916666666666666
199307,19.25,-3.80555555555556
199308,22.6111111111111,-0.416666666666667
199309,21.9166666666667,2
199310,16.1388888888889,1.66666666666666
199311,7.58333333333333,-1.36111111111111
199312,6.58333333333333,0.499999999999999
199401,8.44444444444444,3.13888888888889
199402,6.30555555555556,-1.5
199403,12.5,2.30555555555555
199404,14.4444444444444,0.777777777777777
199405,18.2777777777778,1.19444444444445
199406,19.2222222222222,-0.527777777777777
199407,24.75,1.69444444444444
199408,23.8055555555556,0.777777777777777
199409,22.1666666666667,2.25000000000001
199410,14.3888888888889,-0.083333333333333
199411,6.58333333333334,-2.36111111111111
199412,6.30555555555556,0.222222222222223
199501,8.22222222222222,2.91666666666667
199502,9.66666666666667,1.86111111111111
199503,11.4444444444444,1.25
199504,13.9166666666667,0.250000000000001
199505,19.3611111111111,2.27777777777778
199506,20.6388888888889,0.888888888888891
199507,23.5555555555556,0.499999999999998
199508,21,-2.02777777777778
199509,22.2777777777778,2.36111111111112
199510,13.8611111111111,-0.611111111111111
199511,11.1944444444444,2.25
199512,7.02777777777778,0.944444444444444
199601,5.52777777777778,0.222222222222221
199602,8.80555555555556,0.999999999999998
199603,11.3333333333333,1.13888888888889
199604,13.8055555555556,0.13888888888889
199605,14.4166666666667,-2.66666666666667
199606,19.7222222222222,-0.027777777777775
199607,24.9722222222222,1.91666666666667
199608,24.1944444444444,1.16666666666667
199609,18.3055555555556,-1.6111111111111
199610,13.6111111111111,-0.861111111111111
199611,8.08333333333334,-0.861111111111114
199612,5.16666666666667,-0.916666666666664
199701,6.38888888888889,1.08333333333333
199702,8.63888888888889,0.833333333333333
199703,9.66666666666669,-0.527777777777779
199704,13.2777777777778,-0.388888888888888
199705,19.0555555555556,1.97222222222222
199706,19,-0.75
199707,22.5833333333333,-0.472222222222223
199708,24.9722222222222,1.94444444444445
199709,21.25,1.33333333333334
199710,13.3333333333333,-1.13888888888889
199711,11.4722222222222,2.52777777777778
199712,7.27777777777778,1.19444444444445
199801,6.86111111111111,1.55555555555556
199802,9.58333333333335,1.77777777777778
199803,11.1944444444444,0.999999999999998
199804,14.3333333333333,0.666666666666666
199805,15.9166666666667,-1.16666666666666
199806,19.7222222222222,-0.027777777777775
199807,24.5833333333333,1.52777777777778
199808,24.9166666666667,1.88888888888889
199809,22.8888888888889,2.97222222222222
199810,14.8611111111111,0.388888888888889
199811,9.47222222222224,0.527777777777777
199812,5.66666666666666,-0.416666666666667
199901,6.88888888888889,1.58333333333333
199902,7.36111111111111,-0.444444444444445
199903,9.66666666666666,-0.527777777777777
199904,13.8611111111111,0.194444444444442
199905,15.25,-1.83333333333333
199906,17.8611111111111,-1.88888888888888
199907,21.9166666666667,-1.13888888888889
199908,22.8888888888889,-0.138888888888889
199909,21.3055555555556,1.38888888888889
199910,14.7777777777778,0.305555555555555
199911,10.3888888888889,1.44444444444445
199912,7.08333333333333,1
200001,5.88888888888889,0.583333333333332
200002,8.97222222222222,1.16666666666666
200003,9.99999999999998,-0.194444444444446
200004,15.0277777777778,1.36111111111111
200005,15.8888888888889,-1.19444444444445
200006,20.4166666666667,0.666666666666665
200007,22.3333333333333,-0.722222222222225
200008,22.4722222222222,-0.555555555555556
200009,19.8888888888889,-0.0277777777777802
200010,14.5555555555556,0.0833333333333319
200011,8.13888888888889,-0.805555555555557
200012,6.47222222222222,0.388888888888889
200101,7.52777777777778,2.22222222222222
200102,8.13888888888889,0.333333333333331
200103,10.8888888888889,0.694444444444445
200104,12.6111111111111,-1.05555555555556
200105,17.8333333333333,0.75
200106,18.25,-1.5
200107,21.7222222222222,-1.33333333333333
200108,23.0555555555556,0.0277777777777805
200109,20.2222222222222,0.305555555555555
200110,13.3888888888889,-1.08333333333333
200111,9.94444444444443,1
200112,6.47222222222222,0.388888888888888
200201,6.16666666666667,0.861111111111109
200202,8.33333333333333,0.527777777777777
200203,7.97222222222222,-2.22222222222222
200204,13.0555555555556,-0.611111111111111
200205,15.5555555555556,-1.52777777777778
200206,20.9444444444444,1.19444444444445
200207,23.4444444444444,0.388888888888891
200208,23.8333333333333,0.805555555555558
200209,20.9444444444444,1.02777777777778
200210,14.4166666666667,-0.0555555555555565
200211,11.2777777777778,2.33333333333333
200212,7.55555555555556,1.47222222222222
200301,9.47222222222221,4.16666666666666
200302,8.55555555555556,0.749999999999996
200303,10.4444444444445,0.25
200304,12.5555555555556,-1.11111111111111
200305,16.8333333333333,-0.249999999999998
200306,21.9444444444444,2.19444444444445
200307,25.6111111111111,2.55555555555555
200308,24.7777777777778,1.75
200309,21.9166666666667,2
200310,15.6111111111111,1.13888888888889
200311,7.77777777777778,-1.16666666666667
200312,6.69444444444444,0.611111111111112
200401,5.91666666666667,0.61111111111111
200402,9.30555555555554,1.5
200403,12.2777777777778,2.08333333333333
200404,16.8611111111111,3.19444444444444
200405,17.5,0.416666666666668
200406,21.8333333333333,2.08333333333333
200407,25.1666666666667,2.11111111111111
200408,24.3333333333333,1.30555555555555
200409,18.4166666666667,-1.5
200410,14.8333333333333,0.361111111111112
200411,9.44444444444444,0.500000000000001
200412,7.47222222222222,1.38888888888889
200501,7.44444444444444,2.13888888888889
200502,10.2222222222222,2.41666666666667
200503,12.9444444444444,2.75
200504,14.0277777777778,0.361111111111109
200505,18.3611111111111,1.27777777777778
200506,18.5833333333333,-1.16666666666666
200507,23.5277777777778,0.472222222222223
200508,24.7777777777778,1.75
200509,19.4722222222222,-0.444444444444447
200510,14.6111111111111,0.13888888888889
200511,8.02777777777778,-0.916666666666666
200512,6.61111111111111,0.527777777777777
200601,7.86111111111111,2.55555555555556
200602,7.88888888888889,0.0833333333333341
200603,10.25,0.0555555555555565
200604,14.25,0.583333333333332
200605,17.9166666666667,0.833333333333333
200606,20.9722222222222,1.22222222222222
200607,24.3611111111111,1.30555555555555
200608,23.6944444444444,0.666666666666663
200609,21.5555555555556,1.63888888888888
200610,14.6666666666667,0.194444444444446
200611,8.38888888888889,-0.555555555555555
200612,6.69444444444444,0.611111111111111
200701,5.88888888888889,0.583333333333333
200702,8.66666666666666,0.861111111111112
200703,11.25,1.05555555555556
200704,13.2222222222222,-0.444444444444445
200705,17.8055555555556,0.722222222222225
200706,18.9444444444444,-0.805555555555557
200707,23.8888888888889,0.833333333333334
200708,22.5277777777778,-0.500000000000002
200709,19.0555555555556,-0.861111111111109
200710,13.25,-1.22222222222222
200711,8.86111111111111,-0.0833333333333335
200712,5.41666666666667,-0.666666666666667
200801,5.02777777777778,-0.277777777777777
200802,8.66666666666666,0.861111111111109
200803,8.75,-1.44444444444444
200804,11.0833333333333,-2.58333333333333
200805,16.6944444444444,-0.388888888888888
200806,18.0277777777778,-1.72222222222222
200807,22.9166666666667,-0.13888888888889
200808,22.8055555555556,-0.222222222222221
200809,20.3888888888889,0.472222222222224
200810,13.9166666666667,-0.555555555555556
200811,10.9722222222222,2.02777777777778
200812,3.97222222222222,-2.11111111111111
200901,5.80555555555556,0.499999999999997
200902,8.13888888888889,0.333333333333331
200903,8.05555555555556,-2.13888888888889
200904,13.5,-0.166666666666665
200905,17.6666666666667,0.583333333333332
200906,21.2222222222222,1.47222222222222
200907,25.9166666666667,2.86111111111111
200908,23.1666666666667,0.138888888888888
200909,21.4444444444444,1.52777777777778
200910,13.4722222222222,-0.999999999999999
200911,9.38888888888886,0.444444444444445
200912,4.83333333333333,-1.25
201001,9.05555555555558,3.75
201002,10.3888888888889,2.58333333333333
201003,11.6111111111111,1.41666666666666
201004,12.6666666666667,-0.999999999999999
201005,15,-2.08333333333333
201006,17.75,-2
201007,23.0277777777778,-0.0277777777777768
201008,23,-0.0277777777777768
201009,18.8611111111111,-1.05555555555555
201010,14.8611111111111,0.388888888888889
201011,7.80555555555556,-1.13888888888889
201012,6.94444444444445,0.861111111111109
201101,6.58333333333333,1.27777777777778
201102,6.22222222222222,-1.58333333333334
201103,9.30555555555558,-0.88888888888889
201104,10.3055555555555,-3.36111111111111
201105,14.4166666666667,-2.66666666666667
201106,17.9722222222222,-1.77777777777778
201107,21.1388888888889,-1.91666666666666
201108,23.1388888888889,0.111111111111112
201109,22.1111111111111,2.19444444444444
201110,13.5277777777778,-0.944444444444446
201111,8.25,-0.694444444444444
201112,6.08333333333333,0
201201,6.11111111111111,0.805555555555556
201202,8.08333333333334,0.277777777777778
201203,8.36111111111111,-1.83333333333333
201204,13.75,0.0833333333333337
201205,16.5277777777778,-0.555555555555552
201206,17.2222222222222,-2.52777777777778
201207,21.9722222222222,-1.08333333333333
201208,24.4166666666667,1.38888888888889
201209,21.9166666666667,2
201210,14.5833333333333,0.111111111111111
201211,9.58333333333334,0.63888888888889
201212,5.52777777777778,-0.555555555555556
201301,5.11111111111111,-0.194444444444444
201302,7.75,-0.0555555555555566
201303,10.8055555555555,0.611111111111111
201304,12.8333333333333,-0.833333333333333
201305,17.6944444444444,0.61111111111111
201306,20.5555555555556,0.805555555555553
201307,24.3611111111111,1.30555555555556
201308,24,0.972222222222219
201309,19.8333333333333,-0.0833333333333338
201310,13.6944444444444,-0.777777777777779
201311,9.25,0.305555555555553
201312,4.75000000000001,-1.33333333333334
201401,7.63888888888889,2.33333333333333
201402,5.91666666666667,-1.88888888888889
201403,11,0.805555555555555
201404,14.0833333333333,0.416666666666667
201405,18.5555555555556,1.47222222222222
201406,19.8611111111111,0.111111111111113
201407,25.1666666666667,2.11111111111111
201408,25.1111111111111,2.08333333333333
201409,21.6944444444444,1.77777777777778
201410,16.3888888888889,1.91666666666666
201411,9.30555555555558,0.36111111111111
201412,7.83333333333334,1.75
