"","R","m","cov","seasonality","focal_months","nparams","ndatapts","n_p_ratio","NLL","AIC","min_R2","meidian_R2","max_R2","counts_func","counts_gradient","convergence","message","load_names1","load_names2","load_names3","load_names4","load_cors1","load_cors2","load_cors3","load_cors4","eff_names1","eff_names2","eff_cors1","eff_cors2"
"46","DUE",2,"at","fourier","May Jun Jul Aug",863,9282,10.7555040556199,12045.1321424832,25816.2642849663,0.811337466750843,0.957827666063907,0.989592668273023,7,1,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,RckDepWs,PctIce2011Ws,BFIWs","RunoffWs,PopDen2010Ws,PctUrbOp2011WsRp100,PctImp2006WsRp100,PctUrbHi2011WsRp100,PctUrbMd2011WsRp100",NA,NA,"-0.751893523105554,0.577113108417019,0.520156329257659,0.449513797501847,-0.404030315604496,-0.385532262909579","0.434084921904331,-0.311632614202374,-0.293906181383047,-0.290565744655091,-0.288489811293716,-0.282208102856444",NA,NA,"ElevWs,PctIce2011Ws,PctAlluvCoastWs,RunoffWs,WtDepWs,BFIWs",NA,"-0.490277063756769,-0.483217588598709,0.473118855905491,0.45757525891709,-0.447932492560657,-0.385947183237828",NA
"47","DUE",2,"atpc","fourier","May Jun Jul Aug",1487,9282,6.24209818426362,11612.5782174572,26199.1564349144,0.822583083385529,0.961479552781368,0.989958248264501,7,1,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,RckDepWs,BFIWs,PctIce2011Ws","RunoffWs,PctIce2011Ws,PopDen2010Ws,PctUrbOp2011WsRp100,PctUrbHi2011WsRp100,PctImp2006WsRp100",NA,NA,"-0.758441665429049,0.572568504690183,0.490468134949862,0.467844158919082,-0.373362941093054,-0.367756998958723","0.49152319891555,-0.266028418389566,-0.242225814592839,-0.225552782035477,-0.218096638445515,-0.211969585901978",NA,NA,"PctIce2011Ws,ElevWs,PctGlacLakeFineWs,RunoffWs,PctAlluvCoastWs,BFIWs","PctAlluvCoastWs,WtDepWs,PctUrbHi2011WsRp100,PctUrbMd2011WsRp100,PctImp2006WsRp100,PctUrbLo2011WsRp100","-0.527860225566885,-0.459031116196109,0.441453682223407,0.430216827670152,0.361910520977922,-0.346088369706024","-0.456264302717138,0.449829418167546,-0.340570567906238,-0.302854660812971,-0.297375663755008,-0.287408705107615"
"48","DUE",2,"atpcsn","fourier","May Jun Jul Aug",2111,9282,4.39696826148745,11049.6296733562,26321.2593467123,0.83823491763626,0.96621867940122,0.991792874962781,4142,1477,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,RckDepWs,BFIWs,ElevWs","PctIce2011Ws,RunoffWs,PctAlluvCoastWs,RckDepWs,RdDensWsRp100,WtDepWs",NA,NA,"-0.745033025467164,0.561501158476835,0.48666451545519,0.45053812054399,-0.375469869520296,-0.340721528395739","-0.456363087139608,0.38342232951074,0.238953140571415,0.189779127538893,0.155816553514197,-0.151157021894566",NA,NA,"BFIWs,PctIce2011Ws,ElevWs,RunoffWs,WtDepWs,OmWs","RunoffWs,BFIWs,PctGlacLakeFineWs,PermWs,OmWs,WtDepWs","-0.587018439163812,-0.509960448017117,-0.41396043220587,0.411637679161765,-0.333612962767052,0.264361427572103","-0.355674674827376,0.27501392562023,-0.257423485154647,0.230529023817745,0.220843474294442,0.212993583654323"
"49","DUE",3,"pc","fixed_factors","May Jun Jul Aug",1125,9282,8.25066666666667,11696.6090105171,25643.2180210341,0.82760258384731,0.967525071292239,0.99186595343372,8,1,0,"0 ","WtDepWs,PctAlluvCoastWs,PctCrop2011Ws,RckDepWs,ElevWs,OmWs","RunoffWs,PctIce2011Ws,BFIWs,PctAlluvCoastWs,RckDepWs,WtDepWs","WtDepWs,RunoffWs,BFIWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs",NA,"-0.654136205222776,0.5068924626131,0.472636359050911,0.370581623816512,-0.355875434855609,0.327306109971473","0.632935532594953,-0.49483858600333,-0.316660494748486,0.231621239156272,0.20545420838578,-0.19843807705859","0.679794622309995,-0.524701390919589,0.469301416442452,-0.457328907234849,0.404786067465596,-0.391829603946302",NA,"RunoffWs,PctGlacLakeFineWs,OmWs,BFIWs,WsAreaSqKm,PctAlluvCoastWs",NA,"-0.337300680143428,-0.316403121032428,0.228518515347975,0.191841433659057,-0.1587503106613,-0.143622630987797",NA
"50","DUE",3,"at","fixed_factors","May Jun Jul Aug",1125,9282,8.25066666666667,11557.441830628,25364.8836612561,0.843992154264546,0.967366323881682,0.991674513098011,8,1,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,RunoffWs,ElevWs,BFIWs","RunoffWs,PctIce2011Ws,PctAlluvCoastWs,BFIWs,WtDepWs,RckDepWs","PctCrop2011Ws,WtDepWs,OmWs,PctAlluvCoastWs,PctUrbHi2011WsRp100,PctUrbLo2011WsRp100",NA,"-0.757163235183695,0.561385175851148,0.443595084902965,0.403306407304026,-0.385525981955818,-0.343298428341004","0.650132424926288,-0.495037507452723,0.308378311187073,-0.300055621720301,-0.293439971535425,0.259162574662966","0.54083726249744,-0.418500605869694,0.353112355933621,0.328351525209686,0.226703484972468,0.22046683651362",NA,"RunoffWs,BFIWs,PctIce2011Ws,WtDepWs,ElevWs,PctGlacLakeFineWs",NA,"0.523740913885362,-0.443269730231937,-0.427719819068202,-0.419973369160444,-0.356834589732541,0.33861660132896",NA
"51","DUE",3,"atpc","fixed_factors","May Jun Jul Aug",1749,9282,5.30703259005146,11115.4775075207,25728.9550150413,0.92293050111333,0.968841291759224,0.990926571904093,21,2,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,RunoffWs,PctIce2011Ws,ElevWs","PctIce2011Ws,RunoffWs,RckDepWs,WtDepWs,PctAlluvCoastWs,BFIWs","PctIce2011Ws,RckDepWs,WtDepWs,RdDensWsRp100,RunoffWs,PctAlluvCoastWs",NA,"-0.764278881987003,0.581539912158261,0.515284908249309,0.465992390615255,-0.396537757667861,-0.348683503874907","-0.552003371892963,0.500249143724418,0.386096236349638,-0.376499309816298,0.34880206106341,-0.136205424066432","0.64857984573244,-0.475601595205909,0.363496408452639,-0.269047641751602,-0.243460561228841,-0.242608710894058",NA,"PctIce2011Ws,RunoffWs,PctGlacLakeFineWs,WtDepWs,BFIWs,RckDepWs","PctUrbHi2011WsRp100,PctAlluvCoastWs,PopDen2010Ws,PctUrbMd2011WsRp100,PctImp2006WsRp100,WtDepWs","-0.519026470512675,0.480275425645532,0.38192757310816,-0.361758095170551,-0.334805930179973,0.321220841621193","-0.299910906938934,-0.250147607618329,-0.249685312841747,-0.233672441633291,-0.216533282671719,0.201609301136482"
"52","DUE",3,"atpcsn","fixed_factors","May Jun Jul Aug",2373,9282,3.91150442477876,10574.1338041567,25894.2676083135,0.936582775352978,0.974030157384004,0.992600834518311,4772,1601,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,RunoffWs,PctIce2011Ws,ElevWs","PctIce2011Ws,RckDepWs,WtDepWs,PctAlluvCoastWs,RunoffWs,RdDensWsRp100","PctIce2011Ws,RckDepWs,WtDepWs,RunoffWs,PctAlluvCoastWs,RdDensWsRp100",NA,"-0.761935693643486,0.573949337806081,0.509655743120477,0.468970213477661,-0.394277243463482,-0.341647030121095","0.618777850288818,-0.528038631600415,0.407066691621816,-0.299412233262815,-0.287003198652287,-0.213946856805414","-0.621949341527271,0.452048151107663,-0.425904697446088,0.412740030880799,0.39293490021552,0.216123622219352",NA,"PctIce2011Ws,RunoffWs,BFIWs,WtDepWs,ElevWs,PctGlacLakeFineWs","PctGlacLakeFineWs,PermWs,PctIce2011Ws,OmWs,BFIWs,RdDensWsRp100","-0.546744333583606,0.497587058013627,-0.482249812856095,-0.380107447019857,-0.284827852129804,0.284133337150531","-0.264504490431853,0.195107006823076,-0.176253078647382,0.148552396113479,0.144694596878368,0.127638268161471"
"53","DUE",3,"pc","fourier","May Jun Jul Aug",885,9282,10.4881355932203,12052.9770040455,25875.9540080911,0.829577108044906,0.959112234286926,0.992551508054558,8,1,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,PctCrop2011Ws,ElevWs,PctUrbLo2011WsRp100","RunoffWs,PctIce2011Ws,BFIWs,PctAlluvCoastWs,WtDepWs,RckDepWs","WtDepWs,RunoffWs,PctAlluvCoastWs,BFIWs,ElevWs,PctIce2011Ws",NA,"-0.73536333669081,0.554975979024675,0.448493132913659,0.410764778681184,-0.406121800224301,0.341923159767774","0.624062989717247,-0.389974064085178,-0.329105842755102,0.281736315848911,-0.186674707912247,0.17666886115581","0.69774492404987,-0.475724393951284,-0.474785445716611,0.445023684971383,0.413029673256492,0.391305486755623",NA,"RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,ElevWs,BFIWs",NA,"-0.515493493863736,0.467640977171544,0.416833331500207,-0.393834773428777,0.374624491883109,0.329918469432086",NA
"54","DUE",3,"at","fourier","May Jun Jul Aug",885,9282,10.4881355932203,11820.5619455486,25411.1238910972,0.857967600162515,0.961485513658066,0.991817972086662,8,1,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,RunoffWs,ElevWs,PctIce2011Ws","RunoffWs,PctIce2011Ws,PctAlluvCoastWs,WtDepWs,BFIWs,RckDepWs","PctCrop2011Ws,OmWs,WtDepWs,PctUrbHi2011WsRp100,PopDen2010Ws,PctUrbLo2011WsRp100",NA,"-0.769098659215957,0.571851416352562,0.455472525362851,0.439239106215481,-0.40306868077797,-0.373275767088867","0.632899488938551,-0.437679563525124,0.360798797173549,-0.32840753966755,-0.282816034791298,0.280638057373225","0.427074096856182,0.332946655241525,-0.323905645106418,0.271595992566679,0.269042275990483,0.268415036096548",NA,"PctIce2011Ws,RunoffWs,ElevWs,PctAlluvCoastWs,WtDepWs,BFIWs",NA,"-0.48604148517935,0.484206764573185,-0.466468932779357,0.461695452748864,-0.440619926690533,-0.407228408992235",NA
"55","DUE",3,"atpc","fourier","May Jun Jul Aug",1509,9282,6.15109343936382,11398.8361565147,25815.6723130293,0.907939962089986,0.962920494267267,0.991174183586657,21,2,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,RunoffWs,PctIce2011Ws,ElevWs","RunoffWs,PctIce2011Ws,PctAlluvCoastWs,WtDepWs,RckDepWs,BFIWs","PctIce2011Ws,RunoffWs,RckDepWs,PctCrop2011Ws,WtDepWs,PctAlluvCoastWs",NA,"-0.762868413130848,0.579478204189236,0.493408385765541,0.476276274214674,-0.393172536511111,-0.357552469058231","0.544655822223271,-0.471404780055169,0.340174187321541,-0.311152425988389,0.310149536267838,-0.185637831501282","0.567722126337742,-0.342674547663342,-0.336287426259765,0.224362482510497,0.205575346211809,-0.181248841958021",NA,"PctIce2011Ws,RunoffWs,ElevWs,PctAlluvCoastWs,WtDepWs,BFIWs","PctUrbHi2011WsRp100,PctAlluvCoastWs,PctUrbMd2011WsRp100,PopDen2010Ws,PctImp2006WsRp100,WtDepWs","-0.584102131159704,0.504008608127764,-0.40007078768307,0.376681871927953,-0.372734015884453,-0.371270195421985","-0.383134850551336,-0.372559890718668,-0.334114399778938,-0.327894491095729,-0.318095549577099,0.295591730193678"
"56","DUE",3,"atpcsn","fourier","May Jun Jul Aug",2133,9282,4.35161744022504,10825.1298773054,25916.2597546108,0.928865809565858,0.968296847221819,0.992451518802262,4316,1515,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,RckDepWs,PctIce2011Ws,BFIWs","PctIce2011Ws,RckDepWs,WtDepWs,RunoffWs,PctAlluvCoastWs,RdDensWsRp100","PctIce2011Ws,RunoffWs,RckDepWs,WtDepWs,PctAlluvCoastWs,RdDensWsRp100",NA,"-0.751860867353414,0.580205771433938,0.499421372724139,0.496089338969663,-0.402377573381642,-0.345689948434851","0.581406627761477,-0.462314711781675,0.339672872551837,-0.301500112194125,-0.279099741992496,-0.205421733228348","-0.577861747344949,0.440328421383488,0.412185953420235,-0.412076388863757,0.397619818070392,0.19626611321223",NA,"PctIce2011Ws,BFIWs,RunoffWs,WtDepWs,ElevWs,PctGlacLakeFineWs","PctGlacLakeFineWs,PctIce2011Ws,PermWs,BFIWs,RdDensWsRp100,OmWs","-0.647114224486213,-0.544846785880966,0.539654760266031,-0.491353271609948,-0.415943349884688,0.304680001956398","-0.240024963546697,-0.231020629047656,0.213782762983665,0.19132505692545,0.183916274143839,0.173087088516818"
"57","DUE",4,"pc","fixed_factors","May Jun Jul Aug",1146,9282,8.09947643979058,11529.2003522173,25350.4007044347,0.914785985229405,0.97113246544653,0.994641457481259,8,1,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,ElevWs,PctUrbLo2011WsRp100,PctImp2006WsRp100","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,RckDepWs,BFIWs","RunoffWs,BFIWs,PermWs,WtDepWs,RdDensWsRp100,PctAlluvCoastWs","PctIce2011Ws,WtDepWs,RckDepWs,PctAlluvCoastWs,RunoffWs,RdDensWsRp100","-0.819316838272375,0.624436033781643,0.592288207998357,-0.471023229928205,0.465893416992816,0.425850226256118","0.670843823485512,-0.511305247981515,-0.400718631048013,0.378711209431607,0.339900726555693,-0.31845862077373","-0.642488261753332,0.609454965145967,0.390907378755428,0.383450145487197,0.344974018981682,-0.217128186847828","0.649741272433818,0.565000021621531,-0.564366094656353,-0.29640724703605,-0.275328215435002,-0.211799584959064","PctGlacLakeFineWs,RunoffWs,OmWs,BFIWs,WsAreaSqKm,PctAlluvCoastWs",NA,"-0.370777147566115,-0.329326663383827,0.234568869788951,0.206226944558577,-0.127627999001001,-0.120852803579476",NA
"58","DUE",4,"at","fixed_factors","May Jun Jul Aug",1146,9282,8.09947643979058,11398.5330370009,25089.0660740018,0.899482582402416,0.969171793038758,0.992675229102981,21,2,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,ElevWs,PctIce2011Ws","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,RckDepWs,BFIWs","PctIce2011Ws,RckDepWs,WtDepWs,RdDensWsRp100,PctUrbOp2011WsRp100,PctUrbLo2011WsRp100","RunoffWs,BFIWs,WtDepWs,PermWs,RdDensWsRp100,PctAlluvCoastWs","-0.821450223394576,0.650085886085823,0.579017896686967,0.47061153912224,-0.463703882748002,-0.438094788912842","0.660014008604889,-0.521611197582177,-0.478133588769599,0.430971535728986,0.378068373295918,-0.321319936703431","0.745293586810662,-0.60573955537982,0.562328253989915,-0.437403462043492,-0.33598891728466,-0.308489132575816","0.664269847714303,-0.631446261461658,-0.40676708626562,-0.384184142507645,-0.328128127866134,0.268540438245769","PctIce2011Ws,WtDepWs,RunoffWs,RckDepWs,ElevWs,PctAlluvCoastWs",NA,"-0.558711181153323,-0.552928723220361,0.425702376656619,0.419169501521242,-0.406499395526117,0.398527094923376",NA
"59","DUE",4,"atpc","fixed_factors","May Jun Jul Aug",1770,9282,5.24406779661017,10953.9415008773,25447.8830017546,0.91246333456691,0.972747356447653,0.993256319999062,7,1,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,ElevWs,PctUrbOp2011WsRp100","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,RckDepWs,BFIWs","PctIce2011Ws,RckDepWs,WtDepWs,RdDensWsRp100,PermWs,PctUrbOp2011WsRp100","RunoffWs,BFIWs,WtDepWs,PermWs,RdDensWsRp100,PctAlluvCoastWs","-0.807156223443038,0.663181626493282,0.550585738940366,0.513341132853372,-0.498615135402568,0.4970331501185","0.680002976194209,-0.510199540679696,-0.497133727443228,0.43496776604617,0.387273014402124,-0.338561569735473","0.716039197215985,-0.532784531040967,0.425901657843997,-0.424177829541062,-0.305695635517874,-0.276173747406154","-0.586375746469145,0.565229836752649,0.399504901330605,0.377598999629973,0.360557560521914,-0.277819100242975","PctIce2011Ws,PctGlacLakeFineWs,RckDepWs,WtDepWs,ElevWs,RdDensWsRp100","WtDepWs,PctAlluvCoastWs,PctGlacLakeFineWs,PermWs,RunoffWs,WsAreaSqKm","-0.599392572297095,0.486688994801913,0.446409979609756,-0.44599742649811,-0.378502987746363,0.313542820620517","0.243267086532559,-0.211783162855854,-0.202407693944464,0.200980998196319,-0.198526711190437,-0.156206701079014"
"60","DUE",4,"atpcsn","fixed_factors","May Jun Jul Aug",2394,9282,3.87719298245614,10426.2019790724,25640.4039581447,0.936954406534721,0.976931484134114,0.995160429532676,4674,1382,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,PctUrbOp2011WsRp100,PctImp2006WsRp100","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,RckDepWs,BFIWs","BFIWs,RunoffWs,WtDepWs,PermWs,RdDensWsRp100,PctAlluvCoastWs","PctIce2011Ws,RckDepWs,WtDepWs,PctAlluvCoastWs,RdDensWsRp100,RunoffWs","-0.773155370459994,0.656913088035608,0.545794719488738,0.496592302540738,0.465206865327453,0.461775230702898","0.659670361227268,-0.5467368036476,-0.545360413497299,0.459532155568791,0.421236914753351,-0.364587692859245","-0.564437891089044,0.522112749431931,-0.430266729564264,-0.379591494748135,-0.349073119256359,0.257722427649566","0.625107190005691,-0.607421376087816,0.525516637425481,-0.332841478213634,-0.273197519657878,-0.229598247330517","PctIce2011Ws,WtDepWs,PctGlacLakeFineWs,RckDepWs,RunoffWs,ElevWs","PctGlacLakeFineWs,OmWs,PermWs,PctIce2011Ws,BFIWs,PctUrbHi2011WsRp100","-0.541395034874552,-0.438804660375205,0.404920459141215,0.395109367489203,0.325522481429416,-0.296567865248116","-0.225065150466947,0.14310485755628,0.141229602601445,-0.138087515928408,0.134822763768639,-0.119606814761139"
"61","DUE",4,"pc","fourier","May Jun Jul Aug",906,9282,10.2450331125828,11905.9518501,25623.9037002001,0.914975568351662,0.965410414160432,0.992500959643613,8,1,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctIce2011Ws,ElevWs,PctUrbLo2011WsRp100","RunoffWs,PctIce2011Ws,BFIWs,PctAlluvCoastWs,WtDepWs,RckDepWs","WtDepWs,RckDepWs,PctIce2011Ws,RdDensWsRp100,PctAlluvCoastWs,PctUrbLo2011WsRp100","BFIWs,RunoffWs,WtDepWs,ElevWs,PctAlluvCoastWs,PermWs","-0.830977980359195,0.639064207959201,0.617666882402407,-0.448509417165897,-0.416891798808004,0.388048716363806","0.645806104261937,-0.391054916671597,-0.33154580213027,0.298937426569517,-0.217146752983754,0.197460035588687","0.630935444455124,-0.621539098505946,0.59439238478767,-0.368005061038677,-0.326322393997909,-0.306556430470484","-0.570195035678238,0.522151680234018,-0.455638155697889,-0.30417556650175,0.257794679860926,-0.240486292542722","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,ElevWs,BFIWs",NA,"-0.517028689835546,0.461582738231914,0.412513649092188,-0.395004450601262,0.376564178217145,0.321167409280186",NA
"62","DUE",4,"at","fourier","May Jun Jul Aug",906,9282,10.2450331125828,11678.9793336169,25169.9586672338,0.905172077139174,0.968814890933273,0.992090917318758,27,3,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctIce2011Ws,PctUrbLo2011WsRp100,ElevWs","RunoffWs,PctIce2011Ws,PctAlluvCoastWs,WtDepWs,RckDepWs,BFIWs","PctIce2011Ws,WtDepWs,RckDepWs,PctAlluvCoastWs,RdDensWsRp100,RunoffWs","RunoffWs,BFIWs,WtDepWs,PermWs,PctAlluvCoastWs,RdDensWsRp100","-0.84662359008165,0.655168377380982,0.59904427813686,-0.481503093113398,0.448741436306716,-0.447556111653983","0.64696874441779,-0.44745202199128,0.395121648252209,-0.382453815291002,0.315267600927549,-0.294087004544666","0.705907638251131,0.582677220354254,-0.582238433716839,-0.374455723363003,-0.321355097337831,-0.302632041656033","0.650743989888127,-0.624647031828922,-0.436613361274543,-0.336400546930509,0.291129876347338,-0.274860489107493","PctIce2011Ws,WtDepWs,PctAlluvCoastWs,ElevWs,RunoffWs,RckDepWs",NA,"-0.532014745232667,-0.501950283127648,0.501186473383767,-0.48874849274371,0.444317906467418,0.409982523321326",NA
"63","DUE",4,"atpc","fourier","May Jun Jul Aug",1530,9282,6.06666666666667,11255.0914265707,25570.1828531413,0.909329994750475,0.970489101985272,0.993448157037474,21,2,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctIce2011Ws,ElevWs,PctUrbLo2011WsRp100","RunoffWs,PctIce2011Ws,PctAlluvCoastWs,WtDepWs,BFIWs,RckDepWs","PctIce2011Ws,RckDepWs,WtDepWs,RdDensWsRp100,PctAlluvCoastWs,PctUrbOp2011WsRp100","RunoffWs,BFIWs,WtDepWs,PermWs,RdDensWsRp100,PctAlluvCoastWs","-0.854775793133116,0.67330921026765,0.585820445903145,-0.500494735795229,-0.462014671406421,0.455352186275253","0.664182438397477,-0.448396342163938,0.389103058769047,-0.38468559440513,-0.31639271062037,0.309394993612095","0.731887158625216,-0.578439254396525,0.507229791718517,-0.434705469176099,-0.307331813893647,-0.299964729832919","0.580982159490358,-0.570780210160912,-0.42759853562435,-0.328287168993945,-0.298825721125093,0.296542768100077","PctIce2011Ws,ElevWs,PctAlluvCoastWs,WtDepWs,RckDepWs,RunoffWs","PctAlluvCoastWs,WtDepWs,BFIWs,PermWs,RunoffWs,PctIce2011Ws","-0.635243360937547,-0.478793700045173,0.447961771168607,-0.443433239777144,0.439095860013383,0.40615632939932","-0.248370422993168,0.213789725817969,0.211066557249663,0.205053920384812,-0.198873537146329,-0.144176893160331"
"64","DUE",4,"atpcsn","fourier","May Jun Jul Aug",2154,9282,4.3091922005571,10687.5898666444,25683.1797332887,0.936046644435474,0.97497060551625,0.995435771214277,4440,1521,0,"0 ","WtDepWs,RckDepWs,PctAlluvCoastWs,PctIce2011Ws,PctUrbLo2011WsRp100,PctImp2006WsRp100","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,RckDepWs,BFIWs","BFIWs,RunoffWs,WtDepWs,PermWs,RdDensWsRp100,PctAlluvCoastWs","RckDepWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,RdDensWsRp100,PctUrbLo2011WsRp100","-0.815744591024874,0.670458778445822,0.57831847236916,-0.458644901521055,0.449521794449763,0.410250599135971","0.634109780174035,-0.527011990202353,-0.505112187697901,0.452189304417593,0.391881500586942,-0.331040038886512","-0.562380290706122,0.515868802687457,-0.443290640855333,-0.346766322753288,-0.308572548650832,0.280987176630745","-0.631806430102567,0.629213896338795,0.573201896674513,-0.382737681639347,-0.312846538175571,-0.227356521302582","PctIce2011Ws,WtDepWs,RckDepWs,RunoffWs,ElevWs,PctGlacLakeFineWs","PctGlacLakeFineWs,PctIce2011Ws,BFIWs,PermWs,WsAreaSqKm,OmWs","-0.627994330993177,-0.535168254519555,0.461717132010495,0.425797880493607,-0.402588879486797,0.402428164198682","-0.230383682408384,-0.174105476599022,0.161369730093013,0.146306430638715,0.128550737805921,0.127223642507038"
